iter	Logloss
265	0.4964266462
266	0.4962668154
267	0.4960642679
268	0.4958215862
269	0.4957141934
270	0.495571409
271	0.4954975967
272	0.4953367913
273	0.4951771708
274	0.4948941106
275	0.494514484
276	0.4943825502
277	0.4943059006
278	0.4942101433
279	0.4940050304
280	0.4938003499
281	0.4934747723
282	0.4932063747
283	0.4930575418
284	0.4929075825
285	0.4927376025
286	0.4925911656
287	0.4924075254
288	0.4922329324
289	0.4918076512
290	0.4916602415
291	0.4913792652
292	0.4911455417
293	0.4907056529
294	0.4905441091
295	0.4903107203
296	0.490054864
297	0.4897861869
298	0.4896249307
299	0.4892981586
300	0.4890683951
301	0.4889043244
302	0.4886975783
303	0.4885646099
304	0.488443367
305	0.4882082351
306	0.4880646541
307	0.4877635035
308	0.4875560595
309	0.4873168861
310	0.4871034058
311	0.4868563524
312	0.4866789221
313	0.4864826778
314	0.4860741588
315	0.4859814383
316	0.4858157202
317	0.4855207645
318	0.4852611666
319	0.4850693549
320	0.4848893357
321	0.4848036954
322	0.4846024736
323	0.484346264
324	0.4842351775
325	0.4839869481
326	0.4838591026
327	0.4836247915
328	0.4834885445
329	0.4832443458
330	0.482986073
331	0.4828748105
332	0.4825203738
333	0.4824391912
334	0.4822573927
335	0.4822304782
336	0.4820102835
337	0.4817173015
338	0.481222368
339	0.4809691792
340	0.4807085401
341	0.4805274512
342	0.4802520789
343	0.4799208636
344	0.4797079991
345	0.479555076
346	0.4793945752
347	0.4792575468
348	0.4791186445
349	0.4789643233
350	0.4787792958
351	0.4785305168
352	0.4783210112
353	0.478103244
354	0.4779200069
355	0.4778684951
356	0.4776031712
357	0.477315196
358	0.4771459426
359	0.476935986
360	0.4767576952
361	0.4766295435
362	0.4764996264
363	0.4763650809
364	0.4761836675
365	0.4760028842
366	0.475721734
367	0.4756373788
368	0.4753654137
369	0.4750529818
370	0.4749175559
371	0.4747364109
372	0.4745023173
373	0.4742663191
374	0.4740550066
375	0.4739065193
376	0.4737274838
377	0.473383481
378	0.473116372
379	0.4729788327
380	0.4727718201
381	0.4725293398
382	0.4722547695
383	0.4721373648
384	0.4719473181
385	0.4716914395
386	0.4714201769
387	0.4712160523
388	0.4710303807
389	0.4707839429
390	0.4707054825
391	0.47055287
392	0.4702970143
393	0.470142003
394	0.4698910382
395	0.469815234
396	0.4695990504
397	0.4694228748
398	0.4692558666
399	0.4689703792
400	0.4686278508
401	0.4683769518
402	0.4681770359
403	0.4680269489
404	0.4678076818
405	0.4676750653
406	0.467540905
407	0.4674750519
408	0.4672414048
409	0.4670277555
410	0.4669254644
411	0.466774158
412	0.4665305662
413	0.4663389091
414	0.4661088388
415	0.4659628344
416	0.4657066079
417	0.4654644254
418	0.4653235114
419	0.464966522
420	0.4647367585
421	0.4645579758
422	0.4642881423
423	0.4640707825
424	0.4637837776
425	0.4636582105
426	0.4633944684
427	0.4632441252
428	0.4629534867
429	0.462733898
430	0.4626045489
431	0.4624067059
432	0.4622622886
433	0.4620026889
434	0.4618002689
435	0.4614601974
436	0.4612208429
437	0.4609343156
438	0.460689676
439	0.4604154535
440	0.4601928281
441	0.4598792922
442	0.4597194942
443	0.4595831736
444	0.4591178593
445	0.4589219569
446	0.4585789753
447	0.4582797558
448	0.4579957201
449	0.4578193236
450	0.4576183044
451	0.4574018558
452	0.4570829572
453	0.4568321985
454	0.4565830155
455	0.4563823518
456	0.4561692362
457	0.4558724811
458	0.4556206961
459	0.4553799555
460	0.4551277014
461	0.4548895352
462	0.4547151205
463	0.4544882633
464	0.4542669411
465	0.4540549532
466	0.4537478489
467	0.4535875416
468	0.453359502
469	0.4530730709
470	0.4527397853
471	0.4523851968
472	0.4520979775
473	0.4520321931
474	0.4518460074
475	0.451415319
476	0.4510763523
477	0.4507977726
478	0.4506600834
479	0.450326041
480	0.4501148503
481	0.4497122158
482	0.4495122315
483	0.4492594168
484	0.4490196364
485	0.4487885923
486	0.4486290883
487	0.4483679076
488	0.4481301185
489	0.4479213605
490	0.4476206332
491	0.4473568614
492	0.4470719957
493	0.4468114961
494	0.4466530095
495	0.4464638758
496	0.4462819219
497	0.4460902548
498	0.4459333321
499	0.4456246165
500	0.4453826979
501	0.445137643
502	0.4448981491
503	0.4446290294
504	0.4443913635
505	0.4441498886
506	0.4438043666
507	0.4434987852
508	0.4432165636
509	0.4430691665
510	0.4427873154
511	0.44265844
512	0.4425395144
513	0.4423298665
514	0.4421002634
515	0.4418273946
516	0.4415981983
517	0.4414701687
518	0.4413018329
519	0.4411437411
520	0.4409822586
521	0.4407284602
522	0.440513022
523	0.4403503409
524	0.4401539511
525	0.4398921797
526	0.4396545721
527	0.4394669756
528	0.43924314
529	0.43904215
530	0.4388845479
531	0.4387115459
532	0.4384975331
533	0.4382556289
534	0.4380619695
535	0.43779991
536	0.4374779526
537	0.4373166423
538	0.4371192281
539	0.4368877405
540	0.4366842243
541	0.4364390688
542	0.4363192131
543	0.4361427562
544	0.4358250531
545	0.4356276606
546	0.4353969195
547	0.4351292179
548	0.4348540494
549	0.4346117844
550	0.4343207136
551	0.4340583102
552	0.4338855832
553	0.4336599604
554	0.4335204459
555	0.4333029261
556	0.4331367982
557	0.4328838139
558	0.4325032776
559	0.4321446189
560	0.4318988636
561	0.4316308885
562	0.431484559
563	0.4311952772
564	0.4308447185
565	0.4306932566
566	0.4305917729
567	0.4303607785
568	0.4301621376
569	0.4298738139
570	0.429557304
571	0.4293638146
572	0.4290623426
573	0.4286949612
574	0.4284515155
575	0.4282288936
576	0.4280575763
577	0.4277591578
578	0.4274300488
579	0.4272359759
580	0.427008832
581	0.4266712881
582	0.4264915399
583	0.4263484899
584	0.4262256227
585	0.4260096441
586	0.4257774378
587	0.4254776806
588	0.4252966858
589	0.4249511758
590	0.4247320949
591	0.4245941375
592	0.4243614273
593	0.4240661337
594	0.42384793
595	0.4236685072
596	0.4233811816
597	0.4231615978
598	0.422958812
599	0.4228482061
600	0.4226441749
601	0.4222466422
602	0.4219672669
603	0.4216810889
604	0.4214133028
605	0.4212341659
606	0.4210551586
607	0.4206799503
608	0.4205090148
609	0.4203098776
610	0.4201603799
611	0.4200125342
612	0.4197382586
613	0.4194051858
614	0.4191417048
615	0.4189617541
616	0.4187326945
617	0.4184651709
618	0.4181311598
619	0.4177851898
620	0.4174608285
621	0.4172733088
622	0.4169637117
623	0.4167920996
624	0.4165681266
625	0.4163209918
626	0.4160422308
627	0.4157820293
628	0.4154991622
629	0.4152195157
630	0.4149179596
631	0.4146711712
632	0.4144760638
633	0.4143102536
634	0.4140420417
635	0.4138569306
636	0.4136342376
637	0.4133193465
638	0.4130503852
639	0.4128245747
640	0.4124815169
641	0.4123109816
642	0.4120249219
643	0.4118191859
644	0.4115712761
645	0.4113644696
646	0.4111400119
647	0.4109522247
648	0.4106795687
649	0.4104113514
650	0.410147461
651	0.4099243458
652	0.4097236828
653	0.4095285654
654	0.4092880073
655	0.4090047096
656	0.408841817
657	0.4085928338
658	0.4083652346
659	0.4080860483
660	0.4079278038
661	0.4076334635
662	0.4074212341
663	0.4072682892
664	0.4069018748
665	0.4065600319
666	0.4063785462
667	0.406150995
668	0.4058960495
669	0.4055393216
670	0.4052919569
671	0.4050421969
672	0.4047735656
673	0.4046316068
674	0.4044850421
675	0.4042318299
676	0.403961855
677	0.4037957088
678	0.4036151138
679	0.4033347927
680	0.4031779
681	0.4029047006
682	0.4025983232
683	0.4024726679
684	0.4022175311
685	0.4019426095
686	0.4017468201
687	0.401467599
688	0.4012143759
689	0.4009578437
690	0.4007456499
691	0.4006373134
692	0.4003377114
693	0.4001427511
694	0.39983778
695	0.3995886037
696	0.3993693495
697	0.3991557747
698	0.3989503268
699	0.3987003932
700	0.3984332456
701	0.3982412259
702	0.3980634848
703	0.3978685752
704	0.3977355874
705	0.3975707614
706	0.3972440623
707	0.3971417843
708	0.3968659813
709	0.3967351612
710	0.3965811685
711	0.3963866743
712	0.3961911475
713	0.3959454375
714	0.3957442363
715	0.3955471267
716	0.395308722
717	0.3951779086
718	0.3949601781
719	0.3947025375
720	0.3944792162
721	0.3942671175
722	0.3940110353
723	0.3938521161
724	0.3936315667
725	0.3934404924
726	0.3932669434
727	0.393039921
728	0.3927310407
729	0.3926298342
730	0.39229233
731	0.3921062858
732	0.3919048657
733	0.3917391377
734	0.3915634809
735	0.3912864541
736	0.3910486768
737	0.3908442644
738	0.3906675218
739	0.3905061245
740	0.3902760879
741	0.3900115208
742	0.3897425921
743	0.3895300938
744	0.3893671105
745	0.3891159476
746	0.3888851208
747	0.3885919527
748	0.3883138208
749	0.3880524664
750	0.3877902797
751	0.3876643066
752	0.3873865585
753	0.3871061623
754	0.3868410275
755	0.3866279725
756	0.3864276498
757	0.3862434956
758	0.3861172367
759	0.3859017382
760	0.3857435713
761	0.3854916445
762	0.3854064697
763	0.385239521
764	0.3850493084
765	0.3848981476
766	0.3846029041
767	0.3843823227
768	0.3842475842
769	0.3839373479
770	0.3836936907
771	0.3835584339
772	0.3832823906
773	0.3831110102
774	0.382989111
775	0.3828007531
776	0.3826841404
777	0.3824469597
778	0.3822484745
779	0.3820335162
780	0.3818110393
781	0.3815872556
782	0.3814394777
783	0.3812888585
784	0.3810961644
785	0.3808531747
786	0.3807327788
787	0.380455621
788	0.3801828461
789	0.3799353668
790	0.3796499888
791	0.3792885929
792	0.3790170876
793	0.3787435891
794	0.3784699848
795	0.3782511464
796	0.3780948348
797	0.3778158793
798	0.3776565058
799	0.3774944007
800	0.3773302501
801	0.377087711
802	0.3768201053
803	0.3765988282
804	0.3763263222
805	0.3762047578
806	0.376042944
807	0.3758288588
808	0.3755694737
809	0.3753381806
810	0.3750940767
811	0.3749395264
812	0.3747250611
813	0.3745488162
814	0.3743402643
815	0.3741402923
816	0.3740534018
817	0.3739234137
818	0.3737650254
819	0.3735046524
820	0.3733177617
821	0.3730292906
822	0.3728867761
823	0.372685233
824	0.3724656051
825	0.3722861169
826	0.3720651387
827	0.3718541617
828	0.3716398375
829	0.3713912928
830	0.3712166808
831	0.37103867
832	0.3708910247
833	0.3706678478
834	0.3705123704
835	0.3703587968
836	0.3702135857
837	0.3701011798
838	0.3698764059
839	0.3696774129
840	0.3695360273
841	0.3693539067
842	0.3691602477
843	0.3690148789
844	0.3689045057
845	0.3688072698
846	0.3684808992
847	0.368341506
848	0.368175524
849	0.3679688382
850	0.3677848526
851	0.3676870828
852	0.3675007412
853	0.3673308249
854	0.3671843193
855	0.3670204676
856	0.3667978831
857	0.3666833959
858	0.3664936606
859	0.3662366546
860	0.3660574299
861	0.3658865645
862	0.3656475702
863	0.3654461761
864	0.3653124104
865	0.3650889876
866	0.3649528733
867	0.364776869
868	0.3645113835
869	0.3643491284
870	0.3641754811
871	0.3640379794
872	0.3639187937
873	0.3637830995
874	0.3635453035
875	0.3633640841
876	0.3631557528
877	0.3629704803
878	0.3628553507
879	0.362754255
880	0.3626238291
881	0.3623902866
882	0.3621966723
883	0.3619151977
884	0.3616073684
885	0.3614275688
886	0.3612541333
887	0.3610654245
888	0.3608477946
889	0.3607038731
890	0.3606016815
891	0.3604463898
892	0.3603369301
893	0.3601358414
894	0.3598598427
895	0.3596349236
896	0.3594549969
897	0.3592601747
898	0.3590111141
899	0.3588018732
900	0.3586203028
901	0.3584840355
902	0.3583058029
903	0.3581037488
904	0.3580389181
905	0.3578077938
906	0.35770668
907	0.3575481955
908	0.3573034199
909	0.3571106066
910	0.3568818082
911	0.3566288377
912	0.3564043662
913	0.3561890866
914	0.3559874494
915	0.3557695492
916	0.3557083983
917	0.3555773844
918	0.3554670262
919	0.355184746
920	0.3550707948
921	0.3549121226
922	0.3546771411
923	0.3544400658
924	0.3542929063
925	0.3541015561
926	0.3539387858
927	0.3537531944
928	0.3535695876
929	0.3533621637
930	0.3531962209
931	0.3530252367
932	0.3529098977
933	0.3526153542
934	0.3524109147
935	0.3523087935
936	0.3521156611
937	0.3519738062
938	0.3518954743
939	0.3517017365
940	0.3515911993
941	0.3514654062
942	0.3513393724
943	0.3512255134
944	0.3509320415
945	0.3507377539
946	0.3506029406
947	0.3504459588
948	0.3503041637
949	0.3502334228
950	0.3500582622
951	0.3498405459
952	0.3497423117
953	0.349508286
954	0.3492724437
955	0.3489742347
956	0.3487777185
957	0.3485784711
958	0.3483471103
959	0.3481593757
960	0.3480712504
961	0.3479641054
962	0.3478408498
963	0.3476367433
964	0.3475091074
965	0.3473476113
966	0.3472855965
967	0.3471408328
968	0.3469804976
969	0.3467401615
970	0.3465089305
971	0.3463441224
972	0.3462195757
973	0.3461299927
974	0.3458510791
975	0.3457219162
976	0.3455416671
977	0.3454154974
978	0.3452509245
979	0.3450738113
980	0.34496395
981	0.3448044472
982	0.3446049596
983	0.3443735441
984	0.3441830148
985	0.343968513
986	0.343768985
987	0.343614349
988	0.3434566638
989	0.3432400351
990	0.3431396973
991	0.3430278497
992	0.3429261059
993	0.3427337064
994	0.3426284537
995	0.3425048275
996	0.3424230969
997	0.3422884436
998	0.3420213545
999	0.3418006927
0.3314865172
