iter	Passed	Remaining
617	2499	1544
618	2502	1540
619	2504	1535
620	2507	1530
621	2510	1525
622	2513	1520
623	2515	1516
624	2518	1511
625	2521	1506
626	2524	1501
627	2527	1497
628	2530	1492
629	2532	1487
630	2535	1482
631	2538	1478
632	2541	1473
633	2544	1468
634	2547	1464
635	2549	1459
636	2552	1454
637	2555	1450
638	2558	1445
639	2561	1440
640	2563	1435
641	2566	1431
642	2569	1426
643	2572	1421
644	2575	1417
645	2577	1412
646	2580	1407
647	2583	1403
648	2585	1398
649	2588	1394
650	2591	1389
651	2594	1384
652	2597	1380
653	2599	1375
654	2602	1370
655	2605	1366
656	2608	1361
657	2610	1357
658	2613	1352
659	2616	1347
660	2619	1343
661	2622	1338
662	2625	1334
663	2628	1329
664	2630	1325
665	2633	1320
666	2636	1316
667	2639	1311
668	2642	1307
669	2644	1302
670	2647	1298
671	2651	1294
672	2654	1289
673	2656	1285
674	2659	1280
675	2662	1276
676	2665	1271
677	2680	1272
678	2683	1268
679	2687	1264
680	2690	1260
681	2694	1256
682	2697	1251
683	2700	1247
684	2703	1243
685	2706	1238
686	2709	1234
687	2713	1230
688	2716	1226
689	2719	1221
690	2722	1217
691	2725	1213
692	2728	1208
693	2731	1204
694	2734	1199
695	2737	1195
696	2739	1191
697	2742	1186
698	2745	1182
699	2748	1177
700	2751	1173
701	2754	1169
702	2757	1164
703	2759	1160
704	2762	1156
705	2765	1151
706	2768	1147
707	2770	1142
708	2773	1138
709	2776	1134
710	2779	1129
711	2781	1125
712	2784	1120
713	2787	1116
714	2790	1112
715	2793	1107
716	2795	1103
717	2798	1099
718	2801	1094
719	2804	1090
720	2807	1086
721	2810	1082
722	2813	1077
723	2816	1073
724	2819	1069
725	2822	1065
726	2825	1060
727	2828	1056
728	2830	1052
729	2833	1048
730	2836	1043
731	2839	1039
732	2842	1035
733	2844	1031
734	2847	1026
735	2850	1022
736	2853	1018
737	2856	1014
738	2859	1009
739	2861	1005
740	2864	1001
741	2867	997
742	2870	992
743	2873	988
744	2876	984
745	2878	980
746	2881	975
747	2884	971
748	2886	967
749	2889	963
750	2892	959
751	2895	954
752	2898	950
753	2900	946
754	2903	942
755	2906	938
756	2909	934
757	2912	929
758	2915	925
759	2917	921
760	2920	917
761	2923	913
762	2926	908
763	2929	904
764	2932	900
765	2934	896
766	2937	892
767	2940	888
768	2943	884
769	2945	879
770	2948	875
771	2951	871
772	2954	867
773	2957	863
774	2959	859
775	2962	855
776	2965	851
777	2968	846
778	2970	842
779	2973	838
780	2976	834
781	2979	830
782	2982	826
783	2984	822
784	2987	818
785	2990	814
786	2993	810
787	2996	806
788	2998	801
789	3001	797
790	3005	794
791	3009	790
792	3014	786
793	3018	783
794	3022	779
795	3026	775
796	3029	771
797	3034	768
798	3037	764
799	3040	760
800	3043	756
801	3047	752
802	3051	748
803	3054	744
804	3057	740
805	3060	736
806	3063	732
807	3066	728
808	3069	724
809	3073	720
810	3076	716
811	3079	712
812	3082	709
813	3085	705
814	3088	701
815	3092	697
816	3095	693
817	3098	689
818	3101	685
819	3104	681
820	3108	677
821	3112	673
822	3115	670
823	3118	666
824	3121	662
825	3125	658
826	3128	654
827	3131	650
828	3134	646
829	3138	642
830	3142	638
831	3145	635
832	3148	631
833	3152	627
834	3157	623
835	3161	620
836	3165	616
837	3169	612
838	3173	609
839	3177	605
840	3180	601
841	3184	597
842	3187	593
843	3191	589
844	3195	586
845	3199	582
846	3202	578
847	3205	574
848	3208	570
849	3211	566
850	3215	562
851	3218	559
852	3221	555
853	3224	551
854	3228	547
855	3232	543
856	3235	539
857	3238	536
858	3242	532
859	3245	528
860	3248	524
861	3251	520
862	3255	516
863	3258	512
864	3262	509
865	3268	505
866	3272	501
867	3275	498
868	3279	494
869	3282	490
870	3285	486
871	3289	482
872	3292	478
873	3295	475
874	3298	471
875	3302	467
876	3306	463
877	3309	459
878	3312	456
879	3315	452
880	3319	448
881	3322	444
882	3325	440
883	3328	436
884	3331	432
885	3335	429
886	3338	425
887	3341	421
888	3344	417
889	3347	413
890	3351	409
891	3354	406
892	3358	402
893	3361	398
894	3365	394
895	3367	390
896	3371	387
897	3374	383
898	3377	379
899	3380	375
900	3383	371
901	3386	367
902	3390	364
903	3393	360
904	3396	356
905	3400	352
906	3403	348
907	3406	345
908	3410	341
909	3413	337
910	3416	333
911	3419	329
912	3422	326
913	3426	322
914	3429	318
915	3432	314
916	3436	311
917	3439	307
918	3443	303
919	3446	299
920	3449	295
921	3452	292
922	3455	288
923	3459	284
924	3462	280
925	3465	276
926	3468	273
927	3472	269
928	3475	265
929	3478	261
930	3481	258
931	3484	254
932	3488	250
933	3491	246
934	3494	242
935	3497	239
936	3501	235
937	3504	231
938	3507	227
939	3510	224
940	3514	220
941	3517	216
942	3520	212
943	3523	209
944	3526	205
945	3530	201
946	3533	197
947	3536	193
948	3539	190
949	3542	186
950	3546	182
951	3549	178
952	3552	175
953	3555	171
954	3558	167
955	3562	163
956	3565	160
957	3568	156
958	3572	152
959	3575	148
960	3579	145
961	3582	141
962	3585	137
963	3588	134
964	3592	130
965	3595	126
966	3599	122
967	3602	119
968	3605	115
969	3608	111
970	3612	107
971	3615	104
972	3618	100
973	3621	96
974	3624	92
975	3628	89
976	3631	85
977	3634	81
978	3637	78
979	3640	74
980	3644	70
981	3647	66
982	3650	63
983	3653	59
984	3656	55
985	3659	51
986	3663	48
987	3666	44
988	3669	40
989	3672	37
990	3675	33
991	3678	29
992	3681	25
993	3684	22
994	3687	18
995	3691	14
996	3693	11
997	3697	7
998	3700	3
999	3703	0
1
995	4325	17
996	4328	13
997	4331	8
998	4335	4
999	4338	0
0
994	6675	33
995	6679	26
996	6683	20
997	6687	13
998	6691	6
999	6695	0
	23
997	7732	15
998	7739	7
999	7743	0
